epoch,train_loss,val_loss
1,99.27132331303187,86.54019025166829
2,66.89854148047311,77.48511390686035
3,60.80262241636004,70.51016821543375
4,57.021992972237726,71.9028367614746
5,52.96871862411499,62.825465558369956
6,49.92147985458374,72.65275671641032
7,48.064694053104944,64.63274492899576
8,45.16516533442906,64.1035450108846
9,44.43943626676287,61.7680192565918
10,42.48884047780718,53.42554395039876
11,41.742204238346645,57.41430332183838
12,38.69314424514771,53.62838048299154
13,38.933548092160905,53.439998626708984
14,36.52803270748684,49.58063899993896
15,35.90141033717564,50.532600212097165
16,35.312027611051285,54.32768464406331
17,34.2031147643498,49.56993277231852
18,32.333546816962105,51.50392328898112
19,31.926704451697212,49.7405960782369
20,32.16960854939052,64.18514868418376
21,31.787530031204223,54.60302359898885
22,29.81274167197091,44.56828053792318
23,29.64622155053275,44.64491554260254
24,29.016939937046597,45.603788935343424
25,28.015360221862792,52.74101835886638
26,27.004538898468017,41.279659334818525
27,27.38301016671317,47.661015917460126
28,26.09153491837638,45.69811201731364
29,24.5713908127376,43.141000251770016
30,25.864665090015958,47.64096979777018
31,24.777658264977592,45.944217885335284
32,24.918259014402118,44.22759791056315
33,24.885273216792516,42.77313124338786
34,22.480279626846315,42.59629772186279
35,23.542888101850238,42.79426699320475
36,23.680947328295026,45.69340728759766
37,21.965360629217965,48.629583778381345
38,23.750846523557392,41.36754094441732
39,22.162825103487286,40.091126416524254
40,20.440387740816387,41.40142515818278
41,21.13492572239467,41.11218449910482
42,19.21268286023821,42.22123273213705
43,20.0203371988024,37.07641227722168
44,19.21921185493469,56.71019021987915
45,20.222519949504306,39.11648727416992
46,18.48051188332694,40.9527077738444
47,18.28998470715114,43.62767525990804
48,16.6839821434021,43.678182156880695
49,17.361027671269007,40.467965049743654
50,18.97324625287737,40.07170325597127
51,17.51855934892382,42.696039797465005
52,16.622536920819964,41.29657194773356
53,17.826588003976003,39.10844421386719
54,16.42354511805943,40.73883029301961
55,18.61901686668396,46.43975910186768
56,16.93909246308463,37.336764386494956
57,14.726135208947317,37.53755765279134
58,16.11683613164084,37.28487903594971
59,15.95437123298645,40.82883274714152
60,16.123601848057337,43.30986949920654
61,15.31883180482047,39.570322863260905
62,13.690544833455768,38.02504196166992
63,14.53449369430542,44.19942540486654
64,14.999642827170236,40.49311111450195
65,15.099639297212873,37.82156977335612
66,13.231940871647426,38.930056215922036
67,14.882812982967922,41.33506891886393
68,12.72291454723903,38.349836858113605
69,13.44393454687936,40.88643089930216
70,12.608095220838274,45.96490390777588
71,13.351328924724035,41.028120307922364
72,13.662752057484218,40.94827443440755
73,11.939000588144575,38.39028256734212
74,13.138388178689139,39.78297991434733
75,13.26517745562962,41.70151791254679
76,12.593104502814157,41.91689160664876
77,12.073677433558872,37.50365926106771
78,14.117109166554043,62.50823085149129
79,13.178984318460737,38.51418093363444
80,10.62466510772705,41.23018828074137
81,11.618598429134915,42.61354454040527
82,11.22365490777152,39.706569023132325
83,10.891381150654384,46.424067942301434
84,11.242466036932809,42.53432804107666
85,10.859111082213266,41.42659060160319
86,10.598864412988934,39.090671946207685
87,12.25789463383811,42.254103418986006
88,11.512686977386474,44.449256833394365
89,10.31530743939536,40.639404487609866
90,10.495367482049124,41.825801645914716
91,11.16968501159123,41.953344891866045
92,11.03153231552669,44.21764238993327
93,10.397392073358809,40.92635430018107
94,10.447806039537703,41.978440348307295
95,9.706680532864162,40.25592716217041
96,8.941132611547198,44.281655133565266
97,9.953715716770716,43.386326236724855
98,9.405624072892325,42.495723241170246
99,13.182561705453056,45.718370030721026
100,9.270517785889762,46.48533537546793
