Average training loss by epoch
Epoch,Loss
0,5.5263969019882495
1,2.6463794283210595
2,2.1473933896356265
3,1.7579011487808722
4,1.333917440631299
5,0.9043217773003129
6,0.5526681503033933
7,0.29690140899229095
8,0.13610940824662696
9,0.06583451134452004
