epoch,train_loss,train_loss_std,val_loss,val_loss_std,test_loss,test_loss_std
1,0.08248436450958252,0.010433158837258816,0.08040287345647812,0.004363561049103737,0.07764531672000885,0.0061472575180232525
2,0.06686211377382278,0.020721130073070526,0.02428402751684189,0.0023643916938453913,0.024243561550974846,0.002002321183681488
3,0.019868262112140656,0.002308216178789735,0.01750507950782776,0.001509355497546494,0.017458118498325348,0.0011741321068257093
4,0.016675226390361786,0.002465425292029977,0.015996195375919342,0.0014155622338876128,0.016108311712741852,0.0010046078823506832
5,0.013043689541518688,0.0026807270478457212,0.009274658747017384,0.0009278752841055393,0.009393751621246338,0.000979905715212226
6,0.009244384244084358,0.0015834275400266051,0.007918421179056168,0.0007973196334205568,0.008089881390333176,0.0006969093810766935
7,0.007693876512348652,0.001063756411895156,0.006836476735770702,0.0007227244204841554,0.0070045143365859985,0.0007996695348992944
8,0.006613904144614935,0.0009312377660535276,0.006072475574910641,0.0006480297306552529,0.00614639837294817,0.000678481999784708
9,0.006497361697256565,0.0009928037179633975,0.007160491775721312,0.0007202691049315035,0.00720835430547595,0.000861241074744612
10,0.006482267752289772,0.0011082187993451953,0.006456971634179354,0.0007350709056481719,0.0066268835216760635,0.0007180424290709198
11,0.006285740062594414,0.0008004163973964751,0.00599986407905817,0.0006503410404548049,0.006226079538464546,0.0007378976442851126
12,0.0060063875280320644,0.000761069473810494,0.006064945366233587,0.0006166010862216353,0.006195333320647478,0.000715496891643852
13,0.005923937074840069,0.000663388054817915,0.006163827143609524,0.0006695017800666392,0.006366661284118891,0.000710340857040137
14,0.0058566187508404255,0.0007541743107140064,0.006438694428652525,0.0006676575867459178,0.00655432790517807,0.0008272284176200628
15,0.006029210519045591,0.0008074708748608828,0.0061761802062392235,0.000626148481387645,0.0063026705756783485,0.0007169510354287922
16,0.0058559575118124485,0.0007079587085172534,0.006012687459588051,0.0005698399036191404,0.006015309132635593,0.0006717384676449001
17,0.005608642008155584,0.0006448613712564111,0.00579966651275754,0.000654976349323988,0.0059149120934307575,0.0006575279403477907
18,0.005721234250813723,0.0007366075878962874,0.005896681919693947,0.0006482425960712135,0.0060427142307162285,0.000639335426967591
