epoch,train_loss,val_loss
1,12.70789536124184,1.6893132003870877
2,1.5832241092409407,1.2135851112279026
3,1.3671370739028568,1.0232808237726039
4,1.1792930097807022,0.8484569625421003
5,1.1210353221212115,0.875344611027024
6,0.8467658874534425,0.5994046804579821
7,0.7816423617658161,0.7437396442348306
8,0.7047641515731812,0.4605602432381023
9,0.7500586621818088,0.855126676234332
10,0.5077189509357725,0.507368644530123
11,0.5758663449968611,0.7255917564034462
12,0.5904675783145995,0.35516204549507663
13,0.46857144981622695,0.5294699506326155
14,0.4556664450537591,0.2948174974457784
15,0.4585069718105452,0.33618710935115814
16,0.4541339720288912,0.33175859160043975
17,0.5621500562344278,0.3598937751217322
18,0.4148277857473918,0.5798852274363692
19,0.5870991328642482,0.2723888439888304
20,0.4453814615096365,0.2788543392988769
21,0.6064560103984106,0.3338751288300211
22,0.45639830884479343,0.7913394258780913
23,0.5013954754386629,0.3581571988761425
24,0.4678665889160974,0.32536921684037556
25,0.4781824991816566,0.26064192435958167
26,0.44980618840172176,0.3165927847678011
27,0.4699467475215594,0.2720956135202538
28,0.43558526365529926,0.2935215759683739
29,0.3902763139633905,0.7749605415896936
30,0.5122031755390621,0.27974052862687543
31,0.5084336905252366,0.2605797323313626
32,0.4201053239050366,0.26111314073204994
33,0.5067872601605597,0.29819614948196843
34,0.39425427388577233,0.2516583048484542
35,0.45581765990881695,0.2719789990647273
36,0.401191323356969,1.6803986375982112
37,0.5706691113256273,0.3427033034915274
38,0.42640057369357065,0.37448594109578565
39,0.46128171838465193,0.2877099212597717
40,0.3966609065021787,0.2612729986960238
41,0.3839553638583138,0.28113444962284784
42,0.42935140430927277,0.2846228764815764
43,0.41766466945409775,0.2902052934196862
44,0.4254128994686263,0.3405110842802308
45,0.4645911586426553,1.4419071105393497
46,0.4121499891082446,0.3028023977848617
47,0.4942118829204923,0.3240744518962773
48,0.40736476339045025,0.2858675332231955
49,0.3644402672137533,0.24941496686501938
50,0.36998966612986156,0.37687453864650294
