epoch,train_loss,train_loss_std,val_loss,val_loss_std,test_loss,test_loss_std
1,0.011398136615753174,0.025654856115579605,0.006869907956570387,0.005236220080405474,0.007964445278048515,0.00671351095661521
2,0.007910956628620625,0.005515161901712418,0.00678235711529851,0.005207826849073172,0.007898790761828423,0.006688844878226519
3,0.007873283699154854,0.005500817205756903,0.006817198824137449,0.005210638511925936,0.007910667918622494,0.00667514419183135
4,0.007850386202335358,0.005496143363416195,0.00686569232493639,0.005216686986386776,0.007961512543261051,0.0067094252444803715
5,0.007841978222131729,0.005497421137988567,0.006863181944936514,0.0052003441378474236,0.00795229896903038,0.00669186981394887
6,0.007809260860085487,0.005487539805471897,0.0068153152242302895,0.005231707822531462,0.007892056368291378,0.006693611852824688
7,0.0077925315126776695,0.0054939850233495235,0.006799912545830011,0.005226832814514637,0.007922030054032803,0.006743675097823143
8,0.007779824081808329,0.005485048517584801,0.00682434206828475,0.005207940470427275,0.00792503822594881,0.006678144447505474
9,0.007740546017885208,0.005445606075227261,0.006673733238130808,0.005133115686476231,0.007747437339276075,0.006592186633497477
10,0.007588120177388191,0.005292929708957672,0.006502783391624689,0.004892537835985422,0.007491596974432468,0.006243954412639141
11,0.007386686746031046,0.005016671027988195,0.006482017692178488,0.004628314636647701,0.007406261749565601,0.0058776941150426865
12,0.0071972948499023914,0.004753562156111002,0.00643962575122714,0.004453789908438921,0.0072890822775661945,0.0056485505774617195
13,0.007190600503236055,0.00464799115434289,0.006439622025936842,0.004502438940107822,0.007279764395207167,0.005665170960128307
14,0.007176131010055542,0.0046315579675138,0.006450525484979153,0.00432388624176383,0.007249756250530481,0.005429162178188562
15,0.006992971058934927,0.004445994738489389,0.0063497647643089294,0.004506718832999468,0.00727688567712903,0.0057450695894658566
16,0.00694960867986083,0.0044524637050926685,0.006406955886632204,0.004469657316803932,0.007289553061127663,0.005649619735777378
17,0.006907555274665356,0.004399789497256279,0.006611568853259087,0.0041437698528170586,0.007431994192302227,0.005272055976092815
18,0.006823166273534298,0.004369636066257954,0.006476865150034428,0.004219777882099152,0.007329561747610569,0.00535612041130662
19,0.0067935362458229065,0.004298726096749306,0.006483715958893299,0.004204195458441973,0.007353236433118582,0.005350487772375345
20,0.006718703079968691,0.004235904663801193,0.006689300760626793,0.004729715641587973,0.007600513286888599,0.006005982868373394
21,0.006746967788785696,0.004342466592788696,0.006411158945411444,0.004490170627832413,0.007378281559795141,0.005699594970792532
22,0.006561528891324997,0.004207547754049301,0.00684647960588336,0.004222641699016094,0.007673926185816526,0.005431732628494501
23,0.006438159383833408,0.004163969773799181,0.006821508053690195,0.004211530089378357,0.00773802911862731,0.005483422894030809
24,0.00635079201310873,0.00411214679479599,0.006583475973457098,0.004380539990961552,0.00751552963629365,0.0056191254407167435
25,0.006271498277783394,0.004007589537650347,0.00660350825637579,0.004376355092972517,0.007555515971034765,0.005645795725286007
26,0.006226552650332451,0.003963568713515997,0.0065656197257339954,0.004498160909861326,0.007555329706519842,0.00573135307058692
27,0.00608208030462265,0.003896135138347745,0.006561433896422386,0.004576867446303368,0.007438971661031246,0.0058306544087827206
28,0.006315832491964102,0.004133637994527817,0.006834009196609259,0.004360271152108908,0.007726747076958418,0.005863087251782417
29,0.005956203211098909,0.003843402024358511,0.006808432750403881,0.0043062553741037846,0.007650536485016346,0.005494104698300362
30,0.0058824303559958935,0.00376884825527668,0.006705248728394508,0.004455479793250561,0.007654780056327581,0.005826493725180626
31,0.005764069501310587,0.0036934686359018087,0.007454106118530035,0.0042949519120156765,0.008117388933897018,0.00551998894661665
32,0.0056006330996751785,0.003525814274325967,0.007253662683069706,0.004223802592605352,0.007986127398908138,0.005541105754673481
33,0.005556738469749689,0.0035274983383715153,0.0068044280633330345,0.004398352932184935,0.007689700461924076,0.005686072167009115
34,0.005765577312558889,0.0037553913425654173,0.008271015249192715,0.004198090638965368,0.0087568499147892,0.005445262882858515
35,0.005445485934615135,0.003529320238158107,0.007296085823327303,0.004348253831267357,0.008015191182494164,0.0054914578795433044
36,0.005283189471811056,0.0033876763191074133,0.007219364866614342,0.004333650693297386,0.008003758266568184,0.0056306649930775166
37,0.005132294725626707,0.003230648348107934,0.007306376937776804,0.004446927458047867,0.008154732175171375,0.005642618518322706
38,0.005032788962125778,0.003242733422666788,0.007578481920063496,0.004291954450309277,0.00830882415175438,0.005568325985223055
39,0.004968099761754274,0.0031432509422302246,0.008180249482393265,0.004115075338631868,0.008685779757797718,0.005250164773315191
40,0.005025900900363922,0.0032332963310182095,0.007171672768890858,0.004500590264797211,0.008045329712331295,0.005625651217997074
41,0.004951370880007744,0.0031852449756115675,0.0078051770105957985,0.004374306183308363,0.008382986299693584,0.005312509834766388
42,0.0047770156525075436,0.002998233074322343,0.007532041985541582,0.00437319977208972,0.008214428089559078,0.005555025767534971
43,0.004738232586532831,0.0029922795947641134,0.008680411614477634,0.004307491704821587,0.008877047337591648,0.005342038813978434
44,0.004518134519457817,0.0029024286195635796,0.00708602974191308,0.004710497800260782,0.007940337993204594,0.005887665320187807
45,0.004518394358456135,0.0028623444959521294,0.008024870418012142,0.004336587153375149,0.008602190762758255,0.005428028292953968
