epoch,train_loss,train_loss_std,val_loss,val_loss_std,test_loss,test_loss_std
1,0.004321744199842215,0.00856288243085146,0.002808064455166459,0.0036512978840619326,0.0026286595966666937,0.0026401770301163197
2,0.0029704540502279997,0.002731828484684229,0.0029635520186275244,0.003647215897217393,0.0027752721216529608,0.0026249547954648733
3,0.0029749053064733744,0.002725988859310746,0.002809715224429965,0.003649224527180195,0.0026348254177719355,0.002644360763952136
4,0.0029607394244521856,0.0027307362761348486,0.002824175637215376,0.0036571151576936245,0.0026377213653177023,0.002634419361129403
5,0.00295378640294075,0.002729102736338973,0.0028019945602864027,0.0036431190092116594,0.0026261569000780582,0.0026430205907672644
6,0.002959784120321274,0.0027292363811284304,0.002807237673550844,0.0036442195996642113,0.002627494279295206,0.0026327318046242
7,0.002951890928670764,0.0027276871260255575,0.0028313309885561466,0.0036590234376490116,0.0026449994184076786,0.0026414855383336544
8,0.0029416228644549847,0.002728607738390565,0.0028345875907689333,0.003652394749224186,0.0026472664903849363,0.0026350945699959993
9,0.0029399257618933916,0.002730508567765355,0.0027874887455254793,0.0036484648007899523,0.002607038477435708,0.0026342286728322506
10,0.0029298544395715,0.002722684061154723,0.0027898966800421476,0.0036308341659605503,0.0026108515448868275,0.0026300859171897173
11,0.0029228124767541885,0.0027123899199068546,0.0027977025602012873,0.00363246095366776,0.002614156808704138,0.0026192220393568277
12,0.0029080298263579607,0.0026928475126624107,0.0027654021978378296,0.003586576785892248,0.002575894119217992,0.002583392197266221
13,0.0028903211932629347,0.002652466529980302,0.00276003684848547,0.0035409163683652878,0.0025680060498416424,0.0025480666663497686
14,0.0028609726577997208,0.002603527856990695,0.0027281763032078743,0.0034784607123583555,0.0025320546701550484,0.002501367824152112
15,0.002838174579665065,0.0025497491005808115,0.002719012787565589,0.003432612167671323,0.0025311566423624754,0.0024727233685553074
16,0.0028224200941622257,0.0025189549196511507,0.002709516789764166,0.003375597530975938,0.0025164783000946045,0.002428828738629818
17,0.002808060497045517,0.002507044468075037,0.0027260889764875174,0.0033208150416612625,0.002527726348489523,0.002380315214395523
18,0.0027963544707745314,0.0024745308328419924,0.0027236940804868937,0.003288118401542306,0.002532252576202154,0.0023710078094154596
19,0.0027977917343378067,0.0024565616622567177,0.0027035323437303305,0.003407916286960244,0.002512209117412567,0.0024477713741362095
20,0.0027882708236575127,0.0024359021335840225,0.002694919006898999,0.003402123460546136,0.0025110940914601088,0.0024481595028191805
21,0.0027764500118792057,0.002431960077956319,0.0026920742820948362,0.0033145365305244923,0.0025064104702323675,0.0023741915356367826
22,0.0027732623275369406,0.0024226612877100706,0.002690801164135337,0.003385810647159815,0.0024998129811137915,0.002426242223009467
23,0.0027757505886256695,0.0024228920228779316,0.002723412122577429,0.0033384847920387983,0.002532546641305089,0.0023937777150422335
24,0.002755566267296672,0.002386328997090459,0.002712426008656621,0.003323039272800088,0.002513091778382659,0.002375352196395397
25,0.0027425154112279415,0.002375044859945774,0.002725579310208559,0.003317754715681076,0.002509313402697444,0.002341593150049448
26,0.0027378711383789778,0.0023667612113058567,0.00282535282894969,0.0031894161365926266,0.002586973365396261,0.002240640576928854
27,0.0027273513842374086,0.002349137794226408,0.0029148750472813845,0.0031453275587409735,0.002679510973393917,0.002208335790783167
28,0.002731828950345516,0.00229472853243351,0.0027310659643262625,0.0033360510133206844,0.002531449543312192,0.002373994328081608
29,0.0027124853804707527,0.002345324493944645,0.0027301586233079433,0.003326636040583253,0.002525367308408022,0.002358578611165285
30,0.002682936144992709,0.002247604075819254,0.0027169284876435995,0.003478674218058586,0.0025301945861428976,0.0024968727957457304
31,0.002700881566852331,0.002301225671544671,0.002705375896766782,0.0033758056815713644,0.0025025270879268646,0.0024013258516788483
32,0.00263920146971941,0.002165132202208042,0.0028089124243706465,0.0033345224801450968,0.002598029561340809,0.0023536132648587227
33,0.0026439009234309196,0.0022543363738805056,0.0028471953701227903,0.003365627024322748,0.0026198371779173613,0.0023351518902927637
34,0.00259289238601923,0.002178983297199011,0.0028137301560491323,0.0032967268489301205,0.0026558288373053074,0.0023299793247133493
35,0.0025876739528030157,0.0021288287825882435,0.0027976606506854296,0.003324763849377632,0.002619462786242366,0.0023549627512693405
36,0.002544366056099534,0.002088603563606739,0.002729897852987051,0.003383098402991891,0.0025862690526992083,0.0024427061434835196
37,0.0024796477518975735,0.0019965816754847765,0.0028363585006445646,0.003244217950850725,0.0026970829349011183,0.0023076890502125025
38,0.002466527745127678,0.002004093723371625,0.0027793345507234335,0.00335551961325109,0.0026333406567573547,0.002391250804066658
39,0.0024209399707615376,0.0019324261229485273,0.0031602568924427032,0.0031224535778164864,0.003005807287991047,0.002240857109427452
40,0.002373269759118557,0.001883265795186162,0.0028571151196956635,0.00329373637214303,0.002733405213803053,0.002356478478759527
41,0.0023668971844017506,0.0019168795552104712,0.0027920305728912354,0.0033687620889395475,0.0026498890947550535,0.002417390700429678
42,0.0022939553018659353,0.0018384383292868733,0.00274556502699852,0.0033829365856945515,0.0026055946946144104,0.002427239203825593
43,0.0022456389851868153,0.0017865231493487954,0.003084798576310277,0.003152326913550496,0.0030057227704674006,0.0023223604075610638
44,0.0022408675868064165,0.0017786145908758044,0.003136229934170842,0.003354080719873309,0.0030086017213761806,0.0024248731788247824
45,0.0021327249705791473,0.0016915095038712025,0.0028385689947754145,0.003376053413376212,0.00274237641133368,0.0024553544353693724
46,0.0021319384686648846,0.0016404988709837198,0.002968674059957266,0.0032527956645935774,0.002880023093894124,0.0023618119303137064
47,0.0020368110854178667,0.0015641285572201014,0.0028521392960101366,0.0033560623414814472,0.002723260084167123,0.0024394181091338396
48,0.00200077798217535,0.0015405751764774323,0.0028459865134209394,0.0032924094703048468,0.0027906009927392006,0.0024333216715604067
49,0.0019096267642453313,0.001423525856807828,0.0028280625119805336,0.0033703562803566456,0.002718844451010227,0.002444263780489564
50,0.0018689935095608234,0.0014267173828557134,0.0028299354016780853,0.0033674759324640036,0.0027019307017326355,0.002421536250039935
